Overall Place,Gender Place,Category Place,Club,Runner Number,Gender,Category,Event,Half Time,Finish Time,Year,Last Name,First Name,Country,Total Seconds,Half Seconds,Name
85,74,,,,M,M18-39,,,2:26:07,2023,mills,cal,Great Britain,8767.0,,cal mills
86,75,,,,M,M18-39,,,2:26:13,2023,roberts,tomos,Great Britain,8773.0,,tomos roberts
87,76,,,,M,M18-39,,,2:26:20,2023,darling,chris,Great Britain,8780.0,,chris darling
88,77,,,,M,M18-39,,,2:26:23,2023,millett,simon,Great Britain,8783.0,,simon millett
89,78,,,,M,M18-39,,,2:26:26,2023,suthon,george,Great Britain,8786.0,,george suthon
90,79,,,,M,M18-39,,,2:26:28,2023,connelly,tony,Great Britain,8788.0,,tony connelly
91,80,,,,M,M18-39,,,2:26:33,2023,birch,simon,Great Britain,8793.0,,simon birch
92,81,,,,M,M40-44,,,2:26:41,2023,impey,nick,Great Britain,8801.0,,nick impey
93,82,,,,M,M18-39,,,2:26:48,2023,bailey,ian,Great Britain,8808.0,,ian bailey
94,83,,,,M,M18-39,,,2:26:51,2023,newnham,william,Great Britain,8811.0,,william newnham
95,84,,,,M,M18-39,,,2:26:52,2023,gollan,ruairidh,Great Britain,8812.0,,ruairidh gollan
96,85,,,,M,M18-39,,,2:26:53,2023,turco,nicholas,USA,8813.0,,nicholas turco
97,86,,,,M,M18-39,,,2:27:01,2023,matthews,cameron,Great Britain,8821.0,,cameron matthews
98,87,,,,M,M18-39,,,2:27:01,2023,entwistle,joshua,Great Britain,8821.0,,joshua entwistle
99,88,,,,M,M18-39,,,2:27:03,2023,knudsen,ed,Great Britain,8823.0,,ed knudsen
100,89,,,,M,M18-39,,,2:27:04,2023,molloy,sean,Great Britain,8824.0,,sean molloy
101,90,,,,M,M18-39,,,2:27:07,2023,ramsier,alix,Great Britain,8827.0,,alix ramsier
102,91,,,,M,M18-39,,,2:27:13,2023,cot,gerard de antonio,Spain,8833.0,,gerard de antonio cot
103,92,,,,M,M18-39,,,2:27:16,2023,lacy,dean,Great Britain,8836.0,,dean lacy
104,93,,,,M,M18-39,,,2:27:20,2023,holliday,thomas,Great Britain,8840.0,,thomas holliday
105,94,,,,M,M18-39,,,2:27:26,2023,lancaster,harry,Great Britain,8846.0,,harry lancaster
106,95,,,,M,M18-39,,,2:27:27,2023,davies,fred,Great Britain,8847.0,,fred davies
107,96,,,,M,M18-39,,,2:27:28,2023,kelly,samuel,Great Britain,8848.0,,samuel kelly
108,97,,,,M,M18-39,,,2:27:28,2023,wetherhill,wayne,Great Britain,8848.0,,wayne wetherhill
109,98,,,,M,M40-44,,,2:27:28,2023,molyneux,paul,Great Britain,8848.0,,paul molyneux
110,99,,,,M,M18-39,,,2:27:41,2023,mcdowell,jasper,Great Britain,8861.0,,jasper mcdowell
111,100,,,,M,M18-39,,,2:27:48,2023,bruchhausen,chris,South Africa,8868.0,,chris bruchhausen
18.0,1.0,1.0,,104,F,18-39,Elite,01:09:17,02:20:21,2014, kiplagat,edna,KEN,8421.0,4157.0,
19.0,2.0,2.0,,103,F,18-39,Elite,01:09:16,02:20:24,2014, kiplagat,florence,KEN,8424.0,4156.0,
20.0,3.0,3.0,,115,F,18-39,Elite,01:09:17,02:20:35,2014, dibaba,tirunesh,ETH,8435.0,4157.0,
21.0,4.0,4.0,,106,F,18-39,Elite,01:09:57,02:21:42,2014, tadese,feyse,ETH,8502.0,4197.0,
22.0,5.0,5.0,,105,F,18-39,Elite,01:09:57,02:23:21,2014, kebede,aberu,ETH,8601.0,4197.0,
24.0,6.0,6.0,,108,F,18-39,Elite,01:12:33,02:24:25,2014, augusto,jessica,POR,8665.0,4353.0,
25.0,7.0,7.0,,110,F,18-39,Elite,01:12:45,02:26:46,2014, felix,ana dulce,POR,8806.0,4365.0,
26.0,8.0,8.0,,102,F,18-39,Elite,01:11:22,02:26:58,2014, gelana,tiki,ETH,8818.0,4282.0,
27.0,9.0,9.0,,118,F,18-39,Elite,01:12:51,02:32:00,2014, shimizu,yuko,JPN,9120.0,4371.0,
28.0,10.0,10.0,,112,F,18-39,Elite,01:12:50,02:33:01,2014, nukuri-johnson,diane,BDI,9181.0,4370.0,
69,1,1.0,Portobello,426,F,18-39,Mass,01:15:39,02:33:28,2014, duncan,nicola,IRL,9208.0,,
29.0,11.0,11.0,,113,F,18-39,Elite,01:17:19,02:34:20,2014, whitehead,amy,GBR,9260.0,4639.0,
30.0,12.0,1.0,,114,F,40-44,Elite,01:17:35,02:36:05,2014, stepto,emma,GBR,9365.0,4655.0,
191,2,2.0,Wakefield...,374,F,18-39,Mass,01:18:02,02:39:43,2014, briscoe,julie,GBR,9583.0,,
197,3,3.0,Woodfor...,521,F,18-39,Mass,01:19:13,02:39:55,2014, bird,sara,GBR,9595.0,,
208,4,4.0,Enfield A...,273,F,18-39,Mass,01:20:04,02:40:35,2014, munn,hayley,GBR,9635.0,,
370,5,5.0,Richmond ...,410,F,18-39,Mass,01:22:50,02:44:59,2014, fletcher,shona,GBR,9899.0,,
397,6,6.0,Hercules ...,227,F,18-39,Mass,01:20:49,02:45:51,2014, grima,claire,GBR,9951.0,,
410,7,7.0,,52584,F,18-39,Mass,01:19:03,02:46:20,2014, konneh-lahun,mamie,SLE,9980.0,,
429,8,8.0,Central Ac,497,F,18-39,Mass,01:19:57,02:46:55,2014, emsley,jennifer,GBR,10015.0,,
452,9,9.0,Fife Ac,440,F,18-39,Mass,01:18:17,02:47:21,2014, crawford,megan,GBR,10041.0,,
454,10,10.0,Bristol &...,509,F,18-39,Mass,01:21:17,02:47:22,2014, sharpe,helen,GBR,10042.0,,
489,11,1.0,,52585,F,40-44,Mass,01:22:24,02:48:18,2014, ugena arcicollar,elena,ESP,10098.0,,
517,12,11.0,Road Run...,254,F,18-39,Mass,01:24:50,02:48:55,2014, schaper,marie,USA,10135.0,,
526,13,12.0,Dulwich ...,371,F,18-39,Mass,01:21:13,02:49:09,2014, mcintosh,shona,GBR,10149.0,,
556,14,13.0,Serpenti...,221,F,18-39,Mass,01:25:30,02:49:43,2014, gaunt,helen,GBR,10183.0,,
564,15,14.0,London H...,375,F,18-39,Mass,01:24:31,02:49:48,2014, webster,katy,GBR,10188.0,,
597,16,2.0,Halifax Ha...,234,F,40-44,Mass,01:22:42,02:50:36,2014, cumber,sarah louise,GBR,10236.0,,
611,17,15.0,2819438,377,F,18-39,Mass,01:22:47,02:50:47,2014, locks,lesley,GBR,10247.0,,
615,18,16.0,Shaftesbu...,288,F,18-39,Mass,01:24:12,02:50:51,2014, williams,sarah,GBR,10251.0,,
622,19,17.0,Telford Ac,381,F,18-39,Mass,01:22:13,02:50:54,2014, martin,claire,GBR,10254.0,,
661,20,3.0,New For...,205,F,40-44,Mass,01:23:35,02:51:43,2014, sesto,valeria,ARG,10303.0,,
664,21,18.0,Westbury ...,431,F,18-39,Mass,01:26:03,02:51:46,2014, richens,lucy,GBR,10306.0,,
665,22,19.0,Bellahous...,369,F,18-39,Mass,01:21:42,02:51:46,2014, molinaro,carla,GBR,10306.0,,
682,23,20.0,,58782,F,18-39,Mass,01:22:52,02:52:06,2014, wangoi,josephine njoki,ITA,10326.0,,
701,24,21.0,Dartford ...,434,F,18-39,Mass,01:26:25,02:52:31,2014, reeves,clare,GBR,10351.0,,
785,25,4.0,Ilkley Har...,453,F,40-44,Mass,01:26:14,02:53:56,2014, green,nicola,GBR,10436.0,,
808,26,22.0,,544,F,18-39,Mass,01:27:24,02:54:13,2014, barlow,tracy,GBR,10453.0,,
815,27,23.0,Serpentine,302,F,18-39,Mass,01:25:21,02:54:17,2014, harling,leanne,GBR,10457.0,,
838,28,5.0,Wrexham...,250,F,40-44,Mass,01:25:31,02:54:33,2014, crowe,emma,GBR,10473.0,,
856,29,24.0,Serpentine,241,F,18-39,Mass,01:26:14,02:54:45,2014, crawford,victoria,GBR,10485.0,,
884,30,25.0,Aldershot ...,348,F,18-39,Mass,01:25:57,02:55:06,2014, levene,bel,GBR,10506.0,,
923,31,26.0,Lordshill...,158,F,18-39,Mass,01:23:49,02:55:32,2014, barling,jessica,GBR,10532.0,,
939,32,27.0,Clapham ...,512,F,18-39,Mass,01:25:40,02:55:45,2014, morgan,katherine,NZL,10545.0,,
949,33,28.0,,27759,F,18-39,Mass,01:24:36,02:55:52,2014, clarke-janssen,anna,GBR,10552.0,,
951,34,1.0,,57907,F,45-49,Mass,01:27:45,02:55:55,2014, jacobsen,ulla binderup,DEN,10555.0,,
964,35,29.0,,19973,F,18-39,Mass,01:26:58,02:56:12,2014, harris,carly ann,GBR,10572.0,,
969,36,30.0,,26625,F,18-39,Mass,01:26:39,02:56:14,2014, pelchat,marianne,CAN,10574.0,,
989,37,31.0,Beeston...,258,F,18-39,Mass,01:28:49,02:56:33,2014, jones,katie,GBR,10593.0,,
991,38,32.0,Marshall Mil...,32921,F,18-39,Mass,01:26:57,02:56:34,2014, webber,wendy,GBR,10594.0,,
998,39,33.0,Ripon Ru...,532,F,18-39,Mass,01:28:06,02:56:37,2014, green,tori,GBR,10597.0,,
1025,40,2.0,Paddock...,458,F,45-49,Mass,01:26:22,02:56:57,2014, heslop,maria,GBR,10617.0,,
1059,41,34.0,Highgate ...,539,F,18-39,Mass,01:27:18,02:57:25,2014, waddell,suni,GBR,10645.0,,
1095,42,1.0,Dewsbur...,294,F,50-54,Mass,01:26:27,02:57:49,2014, johnson,treena,GBR,10669.0,,
1117,43,35.0,,56819,F,18-39,Mass,01:29:00,02:57:58,2014, junnila,elina,FIN,10678.0,,
1122,44,36.0,Thames ...,436,F,18-39,Mass,01:27:56,02:58:01,2014, day,claire,GBR,10681.0,,
1135,45,6.0,Farnham...,244,F,40-44,Mass,01:23:48,02:58:06,2014, hill,sarah,GBR,10686.0,,
1139,46,37.0,West 4 H...,313,F,18-39,Mass,01:28:25,02:58:08,2014, ponder,rosamund,GBR,10688.0,,
1148,47,7.0,Victoria P...,491,F,40-44,Mass,01:29:05,02:58:13,2014, singer,jo,GBR,10693.0,,
1156,48,38.0,Serpenti...,462,F,18-39,Mass,01:27:22,02:58:21,2014, pemberton,sarah,GBR,10701.0,,
1157,49,39.0,Newquay...,29892,F,18-39,Mass,01:28:39,02:58:21,2014, davis,eleanor,GBR,10701.0,,
1158,50,40.0,Notts AC,151,F,18-39,Mass,01:29:19,02:58:22,2014, charlton,catherine margaret,GBR,10702.0,,
1182,51,41.0,,28206,F,18-39,Mass,01:28:25,02:58:30,2014, macgregor,laura,GBR,10710.0,,
1183,52,42.0,Dulwich ...,350,F,18-39,Mass,01:26:26,02:58:30,2014, holt,toni,GBR,10710.0,,
1196,53,3.0,Royal Wo...,357,F,45-49,Mass,01:27:50,02:58:35,2014, kelly,samantha,GBR,10715.0,,
1209,54,43.0,Kent Ac,486,F,18-39,Mass,01:28:46,02:58:38,2014, clements,amy,GBR,10718.0,,
1212,55,2.0,St Albans...,347,F,50-54,Mass,01:28:05,02:58:40,2014, steer,deborah,GBR,10720.0,,
1217,56,44.0,Belgrave ...,430,F,18-39,Mass,01:27:56,02:58:42,2014, blizzard,louise,GBR,10722.0,,
1220,57,8.0,Wells City...,502,F,40-44,Mass,01:30:07,02:58:46,2014, prosser,clare,GBR,10726.0,,
1237,58,45.0,,184,F,18-39,Mass,01:26:35,02:58:55,2014, rutter,tamsyn clare,GBR,10735.0,,
1239,59,9.0,Lymm Ru...,31548,F,40-44,Mass,01:28:22,02:58:55,2014, burke,anthony,GBR,10735.0,,
1255,60,46.0,Windsor S...,525,F,18-39,Mass,01:26:46,02:59:00,2014, james,leigh,GBR,10740.0,,
1258,61,10.0,Long Eat...,31752,F,40-44,Mass,01:27:20,02:59:01,2014, chant,ian,GBR,10741.0,,
1264,62,47.0,Springfield...,307,F,18-39,Mass,01:28:52,02:59:03,2014, brockbank,nikki,GBR,10743.0,,
1283,63,11.0,,26529,F,40-44,Mass,01:28:38,02:59:11,2014, glover,james richard,GBR,10751.0,,
1302,64,48.0,Plymouth ...,373,F,18-39,Mass,01:28:56,02:59:21,2014, yetton,ami,GBR,10761.0,,
1350,65,49.0,Erme Vall...,455,F,18-39,Mass,01:27:51,02:59:39,2014, mcewing,alison,GBR,10779.0,,
1351,66,4.0,,41944,F,45-49,Mass,01:29:12,02:59:40,2014, mason,debra,GBR,10780.0,,
1354,67,50.0,Barrow ...,320,F,18-39,Mass,01:29:06,02:59:42,2014, ault,emily,GBR,10782.0,,
1356,68,51.0,Clapham ...,528,F,18-39,Mass,01:29:01,02:59:42,2014, galea holmes,melissa,CAN,10782.0,,
1378,69,5.0,Shropshire...,473,F,45-49,Mass,01:27:20,02:59:54,2014, swingler,val,GBR,10794.0,,
1395,70,52.0,Sheffield ...,283,F,18-39,Mass,01:30:42,03:00:01,2014, lowery,sarah,GBR,10801.0,,
1398,71,53.0,Serpentine,262,F,18-39,Mass,01:27:57,03:00:02,2014, wynn,elizabeth,GBR,10802.0,,
1423,72,54.0,Bedford ...,504,F,18-39,Mass,01:26:34,03:00:19,2014, meeten,kirstie,GBR,10819.0,,
1457,73,55.0,Belgrave ...,287,F,18-39,Mass,01:26:39,03:00:44,2014, spalton,mary grace,USA,10844.0,,
1458,74,56.0,Saltaire S...,334,F,18-39,Mass,01:30:41,03:00:45,2014, oldroyd,hannah,GBR,10845.0,,
1462,75,6.0,Southam...,441,F,45-49,Mass,01:30:31,03:00:47,2014, rushton,karen,GBR,10847.0,,
1471,76,57.0,Garden C...,404,F,18-39,Mass,01:26:37,03:00:51,2014, drake,giedre,LTU,10851.0,,
1479,77,58.0,Dulwich ...,413,F,18-39,Mass,01:29:13,03:00:59,2014, gelder,emily,GBR,10859.0,,
1484,78,59.0,Hasleme...,308,F,18-39,Mass,01:25:43,03:01:02,2014, ward,katy,GBR,10862.0,,
1485,79,60.0,,32697,F,18-39,Mass,01:29:01,03:01:03,2014, lewis,rebecca,GBR,10863.0,,
1488,80,61.0,,44409,F,18-39,Mass,01:26:17,03:01:09,2014, spence,laura,GBR,10869.0,,
1547,81,7.0,Cornwall...,289,F,45-49,Mass,01:29:04,03:01:50,2014, morrall,zelah,GBR,10910.0,,
1559,82,12.0,Rugby &...,239,F,40-44,Mass,01:27:19,03:01:56,2014, jesson,maree,GBR,10916.0,,
1563,83,62.0,Bere Als...,432,F,18-39,Mass,01:29:26,03:02:00,2014, morwood,sarah,GBR,10920.0,,
1564,84,63.0,Fife Athle...,459,F,18-39,Mass,01:27:40,03:02:03,2014, mullins,sophie,GBR,10923.0,,
1574,85,64.0,Kinross ...,261,F,18-39,Mass,01:29:28,03:02:11,2014, gordon,jillian,GBR,10931.0,,
1578,86,13.0,City Of P...,367,F,40-44,Mass,01:24:33,03:02:15,2014, ryder,sharon,AUS,10935.0,,
1589,87,65.0,Aberdare...,396,F,18-39,Mass,01:28:37,03:02:27,2014, morgan,kelly,GBR,10947.0,,
1591,88,66.0,Colcheste...,376,F,18-39,Mass,01:29:23,03:02:31,2014, shirley,marie,GBR,10951.0,,
21.0,1.0,1.0,,109,F,18-39,Elite,01:11:43,02:23:22,2015, tufa,tigist,ETH,8602.0,4303.0,
22.0,2.0,2.0,,102,F,18-39,Elite,01:11:43,02:23:40,2015, keitany,mary,KEN,8620.0,4303.0,
23.0,3.0,3.0,,106,F,18-39,Elite,01:11:43,02:23:41,2015, tsegaye,tirfi,ETH,8621.0,4303.0,
24.0,4.0,4.0,,103,F,18-39,Elite,01:11:42,02:23:53,2015, mergia,aselefech,ETH,8633.0,4302.0,
25.0,5.0,5.0,,104,F,18-39,Elite,01:11:43,02:24:15,2015, kiplagat,florence,KEN,8655.0,4303.0,
26.0,6.0,6.0,,108,F,18-39,Elite,01:11:43,02:24:23,2015, sumgong,jemima,KEN,8663.0,4303.0,
27.0,7.0,7.0,,105,F,18-39,Elite,01:11:43,02:25:01,2015, jeptoo,priscah,KEN,8701.0,4303.0,
28.0,8.0,8.0,,112,F,18-39,Elite,01:12:12,02:25:15,2015, felix,ana dulce,POR,8715.0,4332.0,
29.0,9.0,9.0,,122,F,18-39,Elite,01:14:03,02:25:36,2015, mazuronak,volha,BLR,8736.0,4443.0,
31.0,10.0,10.0,,101,F,18-39,Elite,01:11:44,02:27:16,2015, kiplagat,edna,KEN,8836.0,4304.0,
32.0,11.0,11.0,,116,F,18-39,Elite,01:12:00,02:27:47,2015, lewandowska,iwona,POL,8867.0,4320.0,
33.0,12.0,12.0,,119,F,18-39,Elite,01:12:00,02:27:50,2015, nukuri,diane,BDI,8870.0,4320.0,
34.0,13.0,13.0,,111,F,18-39,Elite,01:14:03,02:28:42,2015, arkhipova,tatyana,RUS,8922.0,4443.0,
35.0,14.0,14.0,,114,F,18-39,Elite,01:12:20,02:29:45,2015, aguilar,alessandra,ESP,8985.0,4340.0,
36.0,15.0,15.0,,120,F,18-39,Elite,01:14:37,02:31:46,2015, samuels,sonia,GBR,9106.0,4477.0,
37.0,16.0,16.0,,117,F,18-39,Elite,01:14:37,02:34:22,2015, davies,mary,NZL,9262.0,4477.0,
38.0,17.0,1.0,,121,F,45-49,Elite,01:16:44,02:35:41,2015, stepto,emma,GBR,9341.0,4604.0,
39.0,18.0,17.0,,123,F,18-39,Elite,01:16:09,02:36:51,2015, robinson,rebecca,GBR,9411.0,4569.0,
203.0,1.0,1.0,BED...,25371,F,40-44,Mass,01:17:03,02:36:55,2015, radcliffe,paula,GBR,9415.0,,
220.0,2.0,1.0,North Belf...,417,F,18-39,Mass,01:18:13,02:37:24,2015, connolly,breege,GBR,9444.0,,
225.0,3.0,2.0,Bristol &...,379,F,18-39,Mass,01:16:54,02:37:35,2015, spink,jenny,GBR,9455.0,,
290.0,4.0,3.0,Thames Va...,217,F,18-39,Mass,01:20:07,02:39:56,2015, barlow,tracy,GBR,9596.0,,
294.0,5.0,4.0,Dulwich ...,441,F,18-39,Mass,01:19:33,02:40:06,2015, mcintosh,shona,GBR,9606.0,,
298.0,6.0,5.0,Fife Ac,471,F,18-39,Mass,01:19:33,02:40:17,2015, crawford,megan,GBR,9617.0,,
327.0,7.0,6.0,Saucony ...,367,F,18-39,Mass,01:21:13,02:41:10,2015, muir,tina,GBR,9670.0,,
376.0,8.0,7.0,Newquay...,447,F,18-39,Mass,01:19:12,02:42:29,2015, davis,eleanor,GBR,9749.0,,
378.0,9.0,8.0,,549,F,18-39,Mass,01:19:55,02:42:36,2015, van reijen,miriam,NED,9756.0,,
395.0,10.0,9.0,Kent AC,305,F,18-39,Mass,01:20:01,02:43:02,2015, clements,amy,GBR,9782.0,,
398.0,11.0,10.0,Central AC,335,F,18-39,Mass,01:19:34,02:43:09,2015, gyurko,fanni,HUN,9789.0,,
431.0,12.0,11.0,London H...,511,F,18-39,Mass,01:21:55,02:43:49,2015, webster,katy,GBR,9829.0,,
468.0,13.0,12.0,NE...,359,F,18-39,Mass,01:21:25,02:44:32,2015, davis,julia,GBR,9872.0,,
479.0,14.0,13.0,Hercules ...,477,F,18-39,Mass,01:20:23,02:44:39,2015, grima,claire,GBR,9879.0,,
499.0,15.0,14.0,Cambridge...,429,F,18-39,Mass,01:16:59,02:44:58,2015, knight,victoria,GBR,9898.0,,
624.0,16.0,1.0,Cornwall...,478,F,45-49,Mass,01:24:18,02:47:46,2015, morrall,zelah,GBR,10066.0,,
635.0,17.0,15.0,Bristol &...,515,F,18-39,Mass,01:22:21,02:47:59,2015, sharpe,helen,GBR,10079.0,,
640.0,18.0,16.0,Road Ru...,332,F,18-39,Mass,01:20:23,02:48:05,2015, bertasso,karen,USA,10085.0,,
650.0,19.0,17.0,Belgrave ...,388,F,18-39,Mass,01:24:20,02:48:15,2015, carter,sophie,GBR,10095.0,,
684.0,20.0,18.0,Gateshead,212,F,18-39,Mass,01:26:03,02:48:52,2015, nolan,michelle,GBR,10132.0,,
693.0,21.0,2.0,Wrexham...,476,F,40-44,Mass,01:23:10,02:48:56,2015, crowe,emma,GBR,10136.0,,
695.0,22.0,19.0,Gala Harr...,285,F,18-39,Mass,01:24:05,02:48:59,2015, lauder,dianne,GBR,10139.0,,
720.0,23.0,3.0,New For...,224,F,40-44,Mass,01:22:57,02:49:19,2015, sesto,valeria,GBR,10159.0,,
746.0,24.0,20.0,Bristol &...,225,F,18-39,Mass,01:24:44,02:49:39,2015, belyavin,julia,GBR,10179.0,,
761.0,25.0,21.0,Knowle An...,273,F,18-39,Mass,01:25:12,02:49:48,2015, evans,jane,GBR,10188.0,,
794.0,26.0,22.0,Uknetrun...,425,F,18-39,Mass,01:25:14,02:50:07,2015, oldroyd,hannah,GBR,10207.0,,
812.0,27.0,23.0,Ripon Ru...,424,F,18-39,Mass,01:24:19,02:50:22,2015, green,tori,GBR,10222.0,,
901.0,28.0,24.0,,541,F,18-39,Mass,01:24:46,02:51:41,2015, bugler,eve,GBR,10301.0,,
915.0,29.0,25.0,Shettlesto...,311,F,18-39,Mass,01:24:25,02:51:54,2015, oliver-bell,jessica,GBR,10314.0,,
945.0,30.0,26.0,Fife Ac,199,F,18-39,Mass,01:24:01,02:52:18,2015, jones,katie,GBR,10338.0,,
947.0,31.0,4.0,,357,F,40-44,Mass,01:26:14,02:52:19,2015, moore,diane,GBR,10339.0,,
949.0,32.0,27.0,,12861,F,18-39,Mass,01:27:13,02:52:20,2015, davis,emma,GBR,10340.0,,
965.0,33.0,28.0,Serpentine,354,F,18-39,Mass,01:22:00,02:52:38,2015, grant,sophie,NZL,10358.0,,
976.0,34.0,29.0,Erme Valle...,267,F,18-39,Mass,01:24:43,02:52:48,2015, mcewing,alison,GBR,10368.0,,
993.0,35.0,30.0,Garden C...,330,F,18-39,Mass,01:26:30,02:52:56,2015, cowley,laura,GBR,10376.0,,
1034.0,36.0,5.0,Shettlesto...,474,F,40-44,Mass,01:25:13,02:53:25,2015, mason,avril,GBR,10405.0,,
1054.0,37.0,2.0,Rand Athl...,58394,F,45-49,Mass,01:26:42,02:53:38,2015, sieling,gillian lynn,RSA,10418.0,,
1069.0,38.0,6.0,Kent AC,254,F,40-44,Mass,01:26:23,02:53:56,2015, stibbs,cath,GBR,10436.0,,
1073.0,39.0,7.0,West 4 H...,293,F,40-44,Mass,01:26:18,02:53:59,2015, ponder,rosamund,GBR,10439.0,,
1105.0,40.0,31.0,Witney R...,174,F,18-39,Mass,01:26:08,02:54:27,2015, smith,nikki,GBR,10467.0,,
1113.0,41.0,32.0,Serpentine,505,F,18-39,Mass,01:24:12,02:54:32,2015, drynan,allison,CAN,10472.0,,
1174.0,42.0,33.0,,29530,F,18-39,Mass,01:27:14,02:55:01,2015, waugh,helen,GBR,10501.0,,
1207.0,43.0,1.0,Dulwich R...,498,F,50-54,Mass,01:22:55,02:55:18,2015, elms,clare,GBR,10518.0,,
1231.0,44.0,8.0,Tyne Brid...,395,F,40-44,Mass,01:26:52,02:55:32,2015, dargie,alison,GBR,10532.0,,
1236.0,45.0,3.0,,16941,F,45-49,Mass,01:27:53,02:55:35,2015, cornforth,carolyn jane,GBR,10535.0,,
1245.0,46.0,34.0,Nene Vall...,365,F,18-39,Mass,01:26:33,02:55:39,2015, mccartney,tracy,GBR,10539.0,,
1253.0,47.0,9.0,stainland l...,27327,F,40-44,Mass,01:28:05,02:55:45,2015, seager,tanya,GBR,10545.0,,
1261.0,48.0,35.0,,30262,F,18-39,Mass,01:23:06,02:55:49,2015, vaverka,lukas,GBR,10549.0,,
1297.0,49.0,36.0,Oxford Uni...,239,F,18-39,Mass,01:21:37,02:56:17,2015, niehaus,kate,USA,10577.0,,
1308.0,50.0,37.0,Kelvin Ru...,324,F,18-39,Mass,01:29:10,02:56:23,2015, mcmanus,shona marie,GBR,10583.0,,
1329.0,51.0,38.0,Alnwick H...,492,F,18-39,Mass,01:26:19,02:56:37,2015, gascoigne-owens,johanna,GBR,10597.0,,
1410.0,52.0,39.0,London H...,402,F,18-39,Mass,01:28:24,02:57:16,2015, bunting,rebecca,GBR,10636.0,,
1423.0,53.0,40.0,West York...,419,F,18-39,Mass,01:25:30,02:57:22,2015, eastman,lyndsey,GBR,10642.0,,
1437.0,54.0,4.0,Belgrave ...,358,F,45-49,Mass,01:25:32,02:57:28,2015, maycock,fiona,GBR,10648.0,,
1447.0,55.0,41.0,Sheffield ...,222,F,18-39,Mass,01:28:16,02:57:30,2015, lowery,sarah,GBR,10650.0,,
1450.0,56.0,10.0,Jersey ...,233,F,40-44,Mass,01:28:23,02:57:31,2015, banks,andrea,GBR,10651.0,,
1469.0,57.0,42.0,Serpentine,503,F,18-39,Mass,01:28:30,02:57:37,2015, wynn,elizabeth,GBR,10657.0,,
1473.0,58.0,43.0,,5074,F,18-39,Mass,01:26:55,02:57:38,2015, pearson,hattie,GBR,10658.0,,
1474.0,59.0,44.0,Edinburg...,246,F,18-39,Mass,01:28:43,02:57:38,2015, borland,karla,GBR,10658.0,,
1512.0,60.0,45.0,Nuneaton...,230,F,18-39,Mass,01:28:39,02:57:56,2015, fowler,eleanor,GBR,10676.0,,
1530.0,61.0,46.0,Trots,458,F,18-39,Mass,01:28:08,02:58:03,2015, jones,nerys,GBR,10683.0,,
1535.0,62.0,47.0,Fife Ac,290,F,18-39,Mass,01:27:24,02:58:07,2015, mullins,sophie,GBR,10687.0,,
1559.0,63.0,48.0,Garden C...,276,F,18-39,Mass,01:26:11,02:58:17,2015, drake,giedre,GBR,10697.0,,
1562.0,64.0,5.0,Barnet An...,356,F,45-49,Mass,01:26:14,02:58:18,2015, kent,joanne,GBR,10698.0,,
1585.0,65.0,11.0,Darwen ...,296,F,40-44,Mass,01:29:33,02:58:25,2015, nelson,joanne,GBR,10705.0,,
1621.0,66.0,49.0,London H...,464,F,18-39,Mass,01:28:28,02:58:37,2015, piggott,rebecca,GBR,10717.0,,
1642.0,67.0,2.0,Les Crou...,279,F,50-54,Mass,01:24:17,02:58:44,2015, mair,angharad,GBR,10724.0,,
1648.0,68.0,12.0,Highgate ...,156,F,40-44,Mass,01:27:46,02:58:46,2015, curley,anne,IRL,10726.0,,
1652.0,69.0,50.0,South D...,321,F,18-39,Mass,01:23:54,02:58:47,2015, flanagan,naomi,GBR,10727.0,,
1664.0,70.0,51.0,David Ll...,205,F,18-39,Mass,01:27:27,02:58:51,2015, mayles,rebecca,GBR,10731.0,,
1667.0,71.0,52.0,,26719,F,18-39,Mass,01:27:37,02:58:51,2015, gill,susannah,GBR,10731.0,,
1680.0,72.0,53.0,Afd,392,F,18-39,Mass,01:28:12,02:58:54,2015, robinson,rachel,GBR,10734.0,,
1686.0,73.0,13.0,Guildford...,232,F,40-44,Mass,01:28:55,02:58:55,2015, roberts,wendy,GBR,10735.0,,
1687.0,74.0,54.0,London H...,405,F,18-39,Mass,01:28:46,02:58:55,2015, jeremiah,catherine,AUS,10735.0,,
1716.0,75.0,6.0,Winchester...,381,F,45-49,Mass,01:30:00,02:59:04,2015, rushton,karen,GBR,10744.0,,
1722.0,76.0,55.0,witney ro...,26865,F,18-39,Mass,01:29:29,02:59:06,2015, snare,frankie,GBR,10746.0,,
1724.0,77.0,56.0,Serpentine,333,F,18-39,Mass,01:29:36,02:59:06,2015, rabie,sandi,GBR,10746.0,,
1725.0,78.0,57.0,LE C...,309,F,18-39,Mass,01:26:46,02:59:06,2015, leck,angela,GBR,10746.0,,
1728.0,79.0,58.0,Lliswerry...,466,F,18-39,Mass,01:25:41,02:59:08,2015, howells,louise,GBR,10748.0,,
1746.0,80.0,59.0,,47622,F,18-39,Mass,01:28:26,02:59:12,2015, woolfe,ruby saide,GBR,10752.0,,
1750.0,81.0,60.0,Leigh On...,280,F,18-39,Mass,01:28:02,02:59:13,2015, barnes,elisabet,SWE,10753.0,,
1781.0,82.0,61.0,Higham H...,23641,F,18-39,Mass,01:29:05,02:59:22,2015, fallaize,jay,GBR,10762.0,,
